day,turnover
2021-09-02,74958.459999999948
2021-09-03,57737.819999999985
2021-09-04,47781.38
2021-09-05,73002.749999999956
2021-09-06,81168.219999999987
2021-09-07,77173.899999999965
2021-09-08,71098.719999999972
2021-09-09,76507.049999999945
2021-09-10,62395.549999999981
2021-09-11,57429.119999999981
2021-09-12,110274.16999999995
2021-09-13,71660.279999999955
2021-09-14,64073.24
2021-09-15,76811.450000000012
2021-09-16,68444.099999999962
2021-09-17,43801.22
2021-09-18,39267.689999999995
2021-09-19,66572.919999999969
2021-09-20,65515.979999999989
2021-09-21,57107.909999999974
2021-09-22,48639.04
2021-09-23,46947.47
2021-09-24,46029.96
2021-09-25,42096.08
2021-09-26,103876.24000000005
2021-09-27,96387.880000000019
2021-09-28,63399.719999999965
2021-09-29,60261.249999999985
2021-09-30,56563.189999999981
2021-10-01,52070.489999999991
2021-10-02,50821.219999999994
2021-10-03,95091.830000000016
2021-10-04,66592.07
2021-10-05,65029.169999999991
2021-10-06,62712.060000000005
2021-10-07,58063.069999999985
2021-10-08,50350.489999999976
2021-10-09,49460.000000000007
2021-10-10,100526.52999999998
2021-10-11,75075.93
2021-10-12,65315.369999999988
2021-10-13,60445.949999999983
2021-10-14,59668.19999999999
2021-10-15,56038.69000000001
2021-10-16,55546.84
2021-10-17,95254.569999999978
2021-10-18,67564.62999999999
2021-10-19,49598.84
2021-10-20,54014.009999999995
2021-10-21,58624.659999999989
2021-10-22,38586.110000000008
2021-10-23,44359.500000000015
2021-10-24,85479.760000000009
2021-10-25,71285.799999999988
2021-10-26,49257.240000000005
2021-10-27,49399.19
2021-10-28,64121.999999999985
2021-10-29,45113.320000000007
2021-10-30,46686.469999999979
2021-10-31,68399.819999999992
2021-11-01,82532.749999999985
2021-11-02,63902.669999999976
2021-11-03,68782.189999999988
2021-11-04,77983.49000000002
2021-11-05,61037.47
2021-11-06,54186.579999999987
2021-11-07,73831.09
2021-11-08,92110.49
2021-11-09,56817.979999999989
2021-11-10,57876.579999999994
2021-11-11,68783.469999999987
2021-11-12,53925.25999999998
2021-11-13,48541.199999999983
2021-11-14,91575.87000000001
2021-11-15,123311.47000000004
2021-11-16,71479.01
2021-11-17,70420.24
2021-11-18,55426.00999999998
2021-11-19,46707.039999999994
2021-11-20,54215.499999999993
2021-11-21,95917.260000000024
2021-11-22,65818.179999999978
2021-11-23,59996.709999999985
2021-11-24,57573.159999999996
2021-11-25,54364.33
2021-11-26,120673.43000000002
2021-11-27,105210.24000000002
2021-11-28,155680.13000000012
2021-11-29,164209.16000000009
2021-11-30,83541.87000000001
2021-12-01,72234.09
2021-12-02,72240.26999999999
2021-12-03,62626.99
2021-12-04,63998.839999999989
2021-12-05,96891.069999999992
2021-12-06,95416.299999999988
2021-12-07,71977.00999999998
2021-12-08,84285.440000000017
2021-12-09,74581.849999999977
2021-12-10,67329.47
2021-12-11,69548.390000000014
2021-12-12,104859.73000000001
2021-12-13,78098.26
2021-12-14,63881.949999999975
2021-12-15,68340.249999999985
2021-12-16,70756.27
2021-12-17,45645.62
2021-12-18,48519.899999999994
2021-12-19,71677.87000000001
2021-12-20,60925.979999999981
2021-12-21,39823.11
2021-12-22,33635.93
2021-12-23,23646.51
2021-12-24,20116.459999999992
2021-12-25,17961.38
2021-12-26,39216.32
2021-12-27,59637.440000000017
2021-12-28,55751.959999999992
2021-12-29,51504.269999999982
2021-12-30,58154.979999999989
2021-12-31,38897.33
